title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
Evaluating multi-agent coordination abilities in large language models,S Agashe; Y Fan; XE Wang,2023,NA,"We will refer to agents using the LLM-Coordination framework as LLM-Co  experiments,  we will refer to LLM Agents that use the LLM-Coordination Framework as LLM-Co Agents.",https://openreview.net/forum?id=OEDM8mzbsl,https://openreview.net/pdf?id=OEDM8mzbsl,65,"/scholar?cites=10194799639981894053&as_sdt=5,33&sciodt=0,33&hl=en"
Multi-agent coordination across diverse applications: A survey,L Sun; Y Yang; Q Duan; Y Shi; C Lyu,2025,arXiv preprint arXiv …,"In particular, we identify the hybridization of hierarchical and decentralized coordination,  human-MAS coordination, and LLM-based MAS as promising future directions.",https://arxiv.org/abs/2502.14743,https://arxiv.org/pdf/2502.14743,47,"/scholar?cites=2388069467752599301&as_sdt=5,33&sciodt=0,33&hl=en"
Agentdropout: Dynamic agent elimination for token-efficient and high-performance llm-based multi-agent collaboration,Z Wang; Y Wang; X Liu; L Ding; M Zhang,2025,Proceedings of the …,", making the careful design of the agents’ communication topologies particularly important.   AgentDropout, which identifies redundant agents and communication across different",https://aclanthology.org/2025.acl-long.1170/,https://aclanthology.org/2025.acl-long.1170.pdf,41,"/scholar?cites=10203811542186187904&as_sdt=5,33&sciodt=0,33&hl=en"
Theory of mind for multi-agent collaboration via large language models,H Li; Y Chong; S Stepputtis; JP Campbell,2023,Proceedings of the …,This study evaluates LLMbased agents in a multi-agent cooperative text game with Theory   capabilities among LLM-based agents. Our results reveal limitations in LLM-based agents’,https://aclanthology.org/2023.emnlp-main.13/,https://aclanthology.org/2023.emnlp-main.13.pdf,279,"/scholar?cites=8604531384236051562&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based agent society investigation: Collaboration and confrontation in avalon gameplay,Y Lan; Z Hu; L Wang; Y Wang; D Ye,2024,Proceedings of the …,"and collaboration, leaving research on negative social behaviors of LLM agents relatively  scarce To delve deeper into the social behaviors of LLM agents, we intend to comprehensively",https://aclanthology.org/2024.emnlp-main.7/,https://aclanthology.org/2024.emnlp-main.7.pdf,84,"/scholar?cites=230346232411621283&as_sdt=5,33&sciodt=0,33&hl=en"
Blockagents: Towards byzantine-robust llm-based multi-agent coordination via blockchain,B Chen; G Li; X Lin; Z Wang; J Li,2024,Proceedings of the ACM Turing Award …,"LLM-based cooperative multi-agent system, dubbed BlockAgents, achieving scalable,  auditable multi-agent coordination  will inspire future work on multi-agent collaboration security.",https://dl.acm.org/doi/abs/10.1145/3674399.3674445,https://dl.acm.org/doi/fullHtml/10.1145/3674399.3674445,38,"/scholar?cites=4549189258348328995&as_sdt=5,33&sciodt=0,33&hl=en"
LLM multi-agent systems: Challenges and open problems,S Han; Q Zhang; W Jin; Z Xu,2024,arXiv preprint arXiv:2402.03578,"of multi-agent systems in blockchain, a distributed system  of LLM agents beyond the confines  of single-agent paradigms.  laborative dynamics among agents, multi-agent systems can",https://arxiv.org/abs/2402.03578,https://arxiv.org/pdf/2402.03578,262,"/scholar?cites=1062942653179028763&as_sdt=5,33&sciodt=0,33&hl=en"
Towards transparent and incentive-compatible collaboration in decentralized llm multi-agent systems: A blockchain-driven approach,M Qi; T Zhu; L Zhang; N Li; Y Tan,2026,IEEE Transactions on …,➀ We formulate decentralized LLM-based multi-agent coordination as a behavior-shaping  incentive design problem and develop a concrete incentive mechanism that aligns agent,https://ieeexplore.ieee.org/abstract/document/11368731/,https://arxiv.org/pdf/2509.16736,7,"/scholar?cites=112890382982507064&as_sdt=5,33&sciodt=0,33&hl=en"
AutoHMA-LLM: Efficient task coordination and execution in heterogeneous multi-agent systems using hybrid large language models,T Yang; P Feng; Q Guo; J Zhang,2025,IEEE Transactions …,"3) Agent Collaboration: Agent Collaboration organizes and coordinates  agent coalitions  to collaboratively complete tasks, considering communication and coordination among agents",https://ieeexplore.ieee.org/abstract/document/10839354/,,39,"/scholar?cites=4856304675853011661&as_sdt=5,33&sciodt=0,33&hl=en"
Towards efficient llm grounding for embodied multi-agent collaboration,Y Zhang; S Yang; C Bai; F Wu; X Li,2025,Findings of the …,"of each agent was predefined by humans. Compared to previous LLM-based multiagent  works, we  way by using the sequential advantage function from multi-agent RL for cooperation.",https://aclanthology.org/2025.findings-acl.84/,https://aclanthology.org/2025.findings-acl.84.pdf,78,"/scholar?cites=7441440662929626998&as_sdt=5,33&sciodt=0,33&hl=en"
MegaAgent: A large-scale autonomous LLM-based multi-agent system without predefined SOPs,Q Wang; T Wang; Z Tang; Q Li; N Chen,2025,Findings of the …,LLM-based multi-agent systems (MAS) have shown promise in  often suffer from limited agent  coordination and heavy reliance on  LLMbased multi-agent system. MegaAgent generates,https://aclanthology.org/2025.findings-acl.259/,https://aclanthology.org/2025.findings-acl.259.pdf,40,"/scholar?cites=2692124544030748346&as_sdt=5,33&sciodt=0,33&hl=en"
Harnessing language for coordination: A framework and benchmark for llm-driven multi-agent control,T Anne; N Syrkis; M Elhosni; F Turati,2025,IEEE Transactions …,a natural language LLMbased dialog. We hypothesize that this type of human-machine  collaboration should alleviate some of the aforementioned shortcomings of purely LLM-based,https://ieeexplore.ieee.org/abstract/document/10976333/,https://arxiv.org/pdf/2412.11761,7,"/scholar?cites=7020994312343411368&as_sdt=5,33&sciodt=0,33&hl=en"
Decoagent: Large language model empowered decentralized autonomous collaboration agents based on smart contracts,A Jin; Y Ye; B Lee; Y Qiao,2024,IEEe Access,Large Language Models (LLMs) empowered agents are effective  collaboration  with multiple LLM agents. The current approaches for collaboration with multiple LLM agents,https://ieeexplore.ieee.org/abstract/document/10720018/,https://ieeexplore.ieee.org/iel8/6287639/6514899/10720018.pdf,27,"/scholar?cites=14244717449598947053&as_sdt=5,33&sciodt=0,33&hl=en"
Embodied llm agents learn to cooperate in organized teams,X Guo; K Huang; J Liu; W Fan; N Vélez,2026,IEEE Transactions …,"on LLM agents to mitigate these problems. Through a series of experiments with embodied  LLM agents and human–agent collaboration,  qualities displayed by LLM agents and their",https://ieeexplore.ieee.org/abstract/document/11402892/,https://arxiv.org/pdf/2403.12482,119,"/scholar?cites=2473102724521297394&as_sdt=5,33&sciodt=0,33&hl=en"
Emergent coordination in multi-agent language models,C Riedl,2025,arXiv preprint arXiv:2510.05174,"In this paper, we address the question when is a population of LLM agents a mere collection  vs. a higher-order collective? We follow a purely data-driven approach to assess whether",https://arxiv.org/abs/2510.05174,https://arxiv.org/pdf/2510.05174?,9,"/scholar?cites=845333095722526808&as_sdt=5,33&sciodt=0,33&hl=en"
Reflective multi-agent collaboration based on large language models,X Bo; Z Zhang; Q Dai; X Feng; L Wang,2024,Advances in …,"for agents in the collaboration system. With carefully designed prompts, the shared reflector  can grasp the role information of each agent the LLM-based multi-agent cooperation system,",https://proceedings.neurips.cc/paper_files/paper/2024/hash/fa54b0edce5eef0bb07654e8ee800cb4-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/fa54b0edce5eef0bb07654e8ee800cb4-Paper-Conference.pdf,109,"/scholar?cites=15136632632831179663&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model based multi-agents: A survey of progress and challenges,T Guo; X Chen; Y Wang; R Chang; S Pei,2024,arXiv preprint arXiv …,"In this section, we delve into the intricacies of LLM-MA systems, where multiple autonomous  agents engage in  Dynamic llm-agent network: An llmagent collaboration framework with",https://arxiv.org/abs/2402.01680,https://arxiv.org/pdf/2402.01680,1529,"/scholar?cites=14923148813615145696&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-powered hierarchical language agent for real-time human-ai coordination,J Liu; C Yu; J Gao; Y Xie; Q Liao; Y Wu,2023,arXiv preprint arXiv …,"LLM-powered agents typically require invoking LLM APIs  Language Agent (HLA) for human-AI  coordination that provides  comprises three modules: a proficient LLM, referred to as Slow",https://arxiv.org/abs/2312.15224,https://arxiv.org/pdf/2312.15224,84,"/scholar?cites=1402520721857582366&as_sdt=5,33&sciodt=0,33&hl=en"
Colacare: Enhancing electronic health record modeling through large language model-driven multi-agent collaboration,Z Wang; Y Zhu; H Zhao; X Zheng; D Sui,2025,Proceedings of the …,"modeling through LLM-driven multi-agent collaboration. ColaCare combines a knowledge-infused  Multidisciplinary Team ensemble within an LLM-driven multi-agent system, supported",https://dl.acm.org/doi/abs/10.1145/3696410.3714877,https://dl.acm.org/doi/pdf/10.1145/3696410.3714877,59,"/scholar?cites=2150390677435956405&as_sdt=5,33&sciodt=0,33&hl=en"
Transforming competition into collaboration: The revolutionary role of multi-agent systems and language models in modern organizations,CJX Cruz,2024,arXiv preprint arXiv:2403.07769,"an LLM-based SMA approach as drivers of the development of intelligent agents that can   potential of the cloud, collaboration and dynamics where agents can collaborate in an adaptive",https://arxiv.org/abs/2403.07769,https://arxiv.org/pdf/2403.07769,14,"/scholar?cites=15160084807041301418&as_sdt=5,33&sciodt=0,33&hl=en"
Graphteam: Facilitating large language model-based graph analysis via multi-agent collaboration,X Li; Q Chu; Y Chen; Y Liu; Y Liu; Z Yu; W Chen,2024,arXiv preprint arXiv …,"of recent advances in LLM-based agents, which have shown  and collaboration, we propose  a multi-agent system based  of five LLM-based agents from three modules, and the agents",https://arxiv.org/abs/2410.18032,https://arxiv.org/pdf/2410.18032,15,"/scholar?cites=9145904115587407543&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based human-agent collaboration and interaction systems: A survey,HP Zou; WC Huang; Y Wu; Y Chen; C Miao,2025,arXiv preprint arXiv …,"We define LLM-based human-agent systems as interactive  interaction with an LLM-powered  agent to enhance system  , and adaptability—with LLM agent capabilities such as vast",https://arxiv.org/abs/2505.00753,https://arxiv.org/pdf/2505.00753,10,"/scholar?cites=1583683552612520323&as_sdt=5,33&sciodt=0,33&hl=en"
LLM-Guided Multi-Agent Collaboration for Complex Task Automation,VB Meruga,2025,2025 5th International Conference on Emerging …,framework of LLM-Guided MultiAgent Collaboration that utilizes  between multiple  autonomous agents. The proposed  Agents that have domainspecific knowledge will work in,https://ieeexplore.ieee.org/abstract/document/11377466/,,5,"/scholar?cites=184921198486875848&as_sdt=5,33&sciodt=0,33&hl=en"
Divergent thoughts toward one goal: Llm-based multi-agent collaboration system for electronic design automation,H Wu; H Zheng; Z He; B Yu,2025,… of the 2025 Conference of the …,"eration and decision-making, we present EDAid, a novel multi-agent collaboration system  that utilizes multiple agents for EDA tasks. This system adeptly handles intricate EDA tasks",https://aclanthology.org/2025.naacl-long.83/,https://aclanthology.org/2025.naacl-long.83.pdf,15,"/scholar?cites=1053449543157669285&as_sdt=5,33&sciodt=0,33&hl=en"
"Multi-Agent Language Models: Advancing Cooperation, Coordination, and Adaptation",AV Sudhakar,2025,arXiv preprint arXiv:2506.09331,"Next, we will test cross-play by pairing these agents with LLM agents with different  LLM  agents. Moreover, we will allow varying degrees of fine-tuning by allowing the LLM agents",https://arxiv.org/abs/2506.09331,https://arxiv.org/pdf/2506.09331?,1,"/scholar?cites=12620350956292763534&as_sdt=5,33&sciodt=0,33&hl=en"
"Large language model agent: A survey on methodology, applications and challenges",J Luo; W Zhang; Y Yuan; Y Zhao; J Yang; Y Gu,2025,arXiv preprint arXiv …,structured taxonomy for understanding LLM agents and identify promising  Collaboration  among LLM agents plays a crucial role in  collaboration enables agents to leverage distributed,https://arxiv.org/abs/2503.21460,https://arxiv.org/pdf/2503.21460?,140,"/scholar?cites=2553384233263415865&as_sdt=5,33&sciodt=0,33&hl=en"
Exploration of llm multi-agent application implementation based on langgraph+ crewai,Z Duan; J Wang,2024,arXiv preprint arXiv:2411.18241,"In this study, autonomous agents based on LLM can leverage  perform various tasks,  endowing Agents with the ability to  multi-agent collaboration and optimizes team cooperation",https://arxiv.org/abs/2411.18241,https://arxiv.org/pdf/2411.18241,50,"/scholar?cites=4414536945564259235&as_sdt=5,33&sciodt=0,33&hl=en"
LLM-Assisted Semantically Diverse Teammate Generation for Efficient Multi-agent Coordination,L Li; L Yuan; P Liu; T Jiang; Y Yu,2025,Forty-second International …,"Since SEMDIV combines the strengths of MARL and LLMs, we also include a baseline  LLM-Agent that uses LLM only, to assess the necessity of MARL. All methods are evaluated over",https://openreview.net/forum?id=Vhktpw6Vid,https://openreview.net/pdf?id=Vhktpw6Vid,7,"/scholar?cites=15142785255258208109&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based multi-agent reinforcement learning: Current and future directions,C Sun; S Huang; D Pompili,2024,arXiv preprint arXiv:2405.11106,"LLM-based MARL, in this letter, we survey the existing LLMbased single-agent and multi-agent   The LLM agents are responsible for coordination among agents by communicating with",https://arxiv.org/abs/2405.11106,https://arxiv.org/pdf/2405.11106,107,"/scholar?cites=18399392720555199071&as_sdt=5,33&sciodt=0,33&hl=en"
Shall we team up: Exploring spontaneous cooperation of competing LLM agents,Z Wu; R Peng; S Zheng; Q Liu; X Han,2024,Findings of the …,"cooperation between LLM agents in diverse competitive scenarios, which reflects LLM’s   bias in LLM agents for social simulations. This largely helps to build up diverse human-like",https://aclanthology.org/2024.findings-emnlp.297/,https://aclanthology.org/2024.findings-emnlp.297.pdf,51,"/scholar?cites=12344333934996490881&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-based multi-agent decision-making: Challenges and future directions,C Sun; S Huang; D Pompili,2025,IEEE Robotics and Automation …,"LLM-based MADM, in this letter, we survey the existing LLMbased single-agent and multi-agent   The LLM agents are responsible for coordination among agents by communicating with",https://ieeexplore.ieee.org/abstract/document/10970024/,https://www.researchgate.net/profile/Chuanneng-Sun/publication/390938978_LLM-based_Multi-Agent_Decision-Making_Challenges_and_Future_Directions/links/6813f049ded433155740ee84/LLM-Based-Multi-Agent-Decision-Making-Challenges-and-Future-Directions.pdf,40,"/scholar?cites=13783302792976814805&as_sdt=5,33&sciodt=0,33&hl=en"
"Exploring large language model based intelligent agents: Definitions, methods, and prospects",Y Cheng; C Zhang; Z Zhang; X Meng; S Hong,2024,arXiv preprint arXiv …,"and multi-agent systems. It covers their definitions, research frameworks, and foundational   of deploying LLMbased agents in multi-agent systems, including multi-role collaboration,",https://arxiv.org/abs/2401.03428,https://arxiv.org/pdf/2401.03428,251,"/scholar?cites=13524954284397213174&as_sdt=5,33&sciodt=0,33&hl=en"
Self-adaptive large language model (llm)-based multiagent systems,N Nascimento; P Alencar,2023,2023 IEEE International …,"agent interaction, it enhances cooperation and reduces  With LLM embedded into each  agent, we posit that unique behaviors  within these LLMembedded autonomous agents as they",https://ieeexplore.ieee.org/abstract/document/10336211/,https://arxiv.org/pdf/2307.06187,113,"/scholar?cites=1256451148422809412&as_sdt=5,33&sciodt=0,33&hl=en"
Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,K Gao; H Zhu; R Liu; J Li; X Yan; Y Hu,2025,NA,This paper presented a Trust-Aware Coordination Framework for LLM-based multi-agent  systems that enhances collaboration through dynamic role assignment and context sharing.,https://www.preprints.org/manuscript/202512.2748,https://www.preprints.org/frontend/manuscript/6c5077c69ad06e9ba9dfa66c9443afae/download_pub,14,"/scholar?cites=16634886046112035665&as_sdt=5,33&sciodt=0,33&hl=en"
Agentsnet: Coordination and collaborative reasoning in multi-agent llms,F Grötschla; L Müller; J Tönshoff; M Galkin,2025,arXiv preprint arXiv …,"inspiration from classical distributed computing, while adapting to the capabilities and  constraints of modern LLM-based agents. Our setup is based on the LOCAL model [25] from",https://arxiv.org/abs/2507.08616,https://arxiv.org/pdf/2507.08616?,18,"/scholar?cites=717507110868059027&as_sdt=5,33&sciodt=0,33&hl=en"
Strategic Communication and Language Bias in Multi-agent LLM Coordination,A Buscemi; D Proverbio; A Di Stefano; TA Han,2025,… Conference on Multi …,"We now examine in details how LLM agents adapt their communicative behavior, specifically  message length, based on game type (repeated vs. one-shot), language, personality, and",https://link.springer.com/chapter/10.1007/978-981-95-4963-4_24,https://arxiv.org/pdf/2508.00032,2,"/scholar?cites=12994415805005416793&as_sdt=5,33&sciodt=0,33&hl=en"
Multi-Agent LLM Systems: From Emergent Collaboration to Structured Collective Intelligence,F Chen,2025,NA,"Our claim is that multi-agent LLM systems are entering an analogous regime: global  -horizon  projects— will be properties not of any single agent, but of the ensemble acting within an",https://www.preprints.org/manuscript/202511.1370,https://www.preprints.org/frontend/manuscript/9486363537a3ff7ffccc4537affb2f65/download_pub,1,"/scholar?cites=9138023410880971901&as_sdt=5,33&sciodt=0,33&hl=en"
Scalable multi-robot collaboration with large language models: Centralized or decentralized systems?,Y Chen; J Arkin; Y Zhang; N Roy,2024,2024 IEEE International …,We consider a cooperative multi-robot task scenario with N robots and M LLM agents.  We assume that each LLM agent has full knowledge of the environment and each robot’s,https://ieeexplore.ieee.org/abstract/document/10610676/,https://arxiv.org/pdf/2309.15943,184,"/scholar?cites=15057817926557689418&as_sdt=5,33&sciodt=0,33&hl=en"
Emergent cooperation and strategy adaptation in multi-agent systems: An extended coevolutionary theory with llms,I De Zarzà; J De Curtò; G Roig; P Manzoni; CT Calafate,2023,Electronics,"Through the analysis of various simulation results, we have demonstrated the emergence  of cooperation and defection patterns, the influence of LLM-based strategy recommendations,",https://www.mdpi.com/2079-9292/12/12/2722,https://www.mdpi.com/2079-9292/12/12/2722,84,"/scholar?cites=10624256355472113045&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model-based human-agent collaboration for complex task solving,X Feng; ZY Chen; Y Qin; Y Lin; X Chen,2024,Findings of the …,"LLMbased human-agent collaboration for complex task solving, aiming to augment the  capabilities of LLM-based agents  levels of human-agent collaboration for complex task solving,",https://aclanthology.org/2024.findings-emnlp.72/,https://aclanthology.org/2024.findings-emnlp.72.pdf,56,"/scholar?cites=17142642360917953399&as_sdt=5,33&sciodt=0,33&hl=en"
"Synergizing logical reasoning, knowledge management and collaboration in multi-agent LLM system",A Kostka; J Chudziak,2024,Proceedings of the 38th Pacific Asia …,of SynergyMAS contribute to the field of multi-agent LLM research by showcasing the  potential benefits of integrating advanced reasoning and collaboration capabilities. The system’s,https://aclanthology.org/2024.paclic-1.19.pdf,https://aclanthology.org/2024.paclic-1.19.pdf,9,"/scholar?cites=4031334973489250211&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model-enabled multi-agent manufacturing systems,J Lim; B Vogel-Heuser,2024,2024 IEEE 20th …,"LLM to allocate and execute manufacturing tasks based on user instructions to enhance  task efficiency (Cn1), enabling LLM agents to  , enhances multi-agent collaboration using an",https://ieeexplore.ieee.org/abstract/document/10711432/,https://arxiv.org/pdf/2406.01893?,46,"/scholar?cites=7461317263368882905&as_sdt=5,33&sciodt=0,33&hl=en"
OSC: Cognitive orchestration through dynamic knowledge alignment in multi-agent LLM collaboration,J Zhang; Y Fan; K Cai; J Tang; X Sun; K Wang,2025,Rn,aware adaptive collaboration framework designed to enhance cognitive synergy in multi-agent  systems with large language models. While prior work has advanced agent selection and,https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.335.pdf,https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.335.pdf,20,"/scholar?cites=16681666974197842392&as_sdt=5,33&sciodt=0,33&hl=en"
ACC-collab: An actor-critic approach to multi-agent LLM collaboration,A Estornell; JF Ton; Y Yao; Y Liu,2024,arXiv preprint arXiv:2411.00053,"multi-agent collaboration between an Actor (an agent that provides answers) and a Critic (an  agent that  With this notation and formalization of multiagent collaboration, we introduce our",https://arxiv.org/abs/2411.00053,https://arxiv.org/pdf/2411.00053,21,"/scholar?cites=4789074055885125249&as_sdt=5,33&sciodt=0,33&hl=en"
Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,K Ronanki,2025,Proceedings of the 33rd ACM International Conference …,"LLM-agents: LLM-agent A modelled after agent PO, LLM-agent B modelled after agent RE  and LLM-agent C, a scrum implementation assistant, ie, an LLM that has been fine-tuned for",https://dl.acm.org/doi/abs/10.1145/3696630.3728717,https://dl.acm.org/doi/pdf/10.1145/3696630.3728717,5,"/scholar?cites=6965781305808337609&as_sdt=5,33&sciodt=0,33&hl=en"
Towards collaborative intelligence: Propagating intentions and reasoning for multi-agent coordination with large language models,X Qiu; H Wang; X Tan; C Qu; Y Xiong; Y Cheng,2024,arXiv preprint arXiv …,"By developing frameworks that enable LLMs to acquire cooperative skills analogous to  human team members, we advance the potential for LLM agents to manage flexible coordination",https://arxiv.org/abs/2407.12532,https://arxiv.org/pdf/2407.12532?,25,"/scholar?cites=1815048126615662453&as_sdt=5,33&sciodt=0,33&hl=en"
"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",X Li; S Wang; S Zeng; Y Wu; Y Yang,2024,Vicinagearth,the various applications of LLM-based multi-agent systems in two  challenges faced by  LLM-based multi-agent systems and  other agents by simulating real-world collaboration patterns,https://link.springer.com/article/10.1007/s44336-024-00009-2,https://link.springer.com/article/10.1007/s44336-024-00009-2,515,"/scholar?cites=2428406754672008977&as_sdt=5,33&sciodt=0,33&hl=en"
Silo-Bench: A Scalable Environment for Evaluating Distributed Coordination in Multi-Agent LLM Systems,Y Zhang; F Liu; Y Shan; X Huang; X Yang,2026,arXiv preprint arXiv …,"We introduce SILO-BENCH to evaluate distributed coordination in multi-agent LLM systems  across 1,620 experiments. The results are unambiguous: current LLMs cannot reliably",https://arxiv.org/abs/2603.01045,https://arxiv.org/pdf/2603.01045,0,
Large language model enhanced multi-agent systems for 6G communications,F Jiang; Y Peng; L Dong; K Wang,2024,IEEE Wireless …,"constructing AI agents. In the article, we define a typical LLM enhanced agent system in Fig.   by a single agent, we introduce multi-agent collaboration, which involves designing multiple",https://ieeexplore.ieee.org/abstract/document/10638533/,https://arxiv.org/pdf/2312.07850,196,"/scholar?cites=12439253059233971415&as_sdt=5,33&sciodt=0,33&hl=en"
