title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Status
Cooperate or collapse: Emergence of sustainable cooperation in a society of llm agents,G Piatti; Z Jin; M Kleiman-Weiner,2024.0,Advances in …,LLM-based agent architecture and test it with the leading open and closed LLMs. We find that  all but the most powerful LLM agents  multi-agent communication between agents is critical,https://proceedings.neurips.cc/paper_files/paper/2024/hash/ca9567d8ef6b2ea2da0d7eed57b933ee-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/ca9567d8ef6b2ea2da0d7eed57b933ee-Paper-Conference.pdf,116,"/scholar?cites=3935326055934610367&as_sdt=5,33&sciodt=0,33&hl=en",Cooperate or collapse: Emergence of sustainable cooperation in a society of llm agents,"As AI systems pervade human life, ensuring that large language models (LLMs) make safe decisions remains a significant challenge. We introduce the Governance of the Commons Simulation (GovSim), a generative simulation platform designed to study strategic interactions and cooperative decision-making in LLMs. In GovSim, a society of AI agents must collectively balance exploiting a common resource with sustaining it for future use. This environment enables the study of how ethical considerations, strategic planning, and negotiation skills impact cooperative outcomes. We develop an LLM-based agent architecture and test it with the leading open and closed LLMs. We find that all but the most powerful LLM agents fail to achieve a sustainable equilibrium in GovSim, with the highest survival rate below 54%. Ablations reveal that successful multi-agent communication between agents is critical for achieving cooperation in these cases. Furthermore, our analyses show that the failure to achieve sustainable cooperation in most LLMs stems from their inability to formulate and analyze hypotheses about the long-term effects of their actions on the equilibrium of the group. Finally, we show that agents that leverage ""Universalization""-based reasoning, a theory of moral thinking, are able to achieve significantly better sustainability. Taken together, GovSim enables us to study the mechanisms that underlie sustainable self-government with specificity and scale. We open source the full suite of our research results, including the simulation environment, agent prompts, and a comprehensive web interface.",https://doi.org/10.48550/arxiv.2404.16698,OpenAlex,found
"Magic: Investigation of large language model powered multi-agent in cognition, adaptability, rationality and collaboration",L Xu; Z Hu; D Zhou; H Ren; Z Dong,2024.0,Proceedings of the …,"multiagent system, we define the following metrics. First, we average the win rates of all the  roles the challenger LLM  Win Rate is a straightforward indicator of the success of an LLM in",https://aclanthology.org/2024.emnlp-main.416/,https://aclanthology.org/2024.emnlp-main.416.pdf,111,"/scholar?cites=12567081629473435830&as_sdt=5,33&sciodt=0,33&hl=en","Magic: Investigation of large language model powered multi-agent in cognition, adaptability, rationality and collaboration","Large Language Models (LLMs) have significantly advanced natural language processing, demonstrating exceptional reasoning, tool usage, and memory capabilities.As their applications expand into multi-agent environments, there arises a need for a comprehensive evaluation framework that captures LLMs' reasoning, planning, collaboration, and other social abilities.This work introduces a novel competitionbased benchmark framework specifically designed to assess LLMs within multi-agent settings, providing quantitative metrics to evaluate their judgment, reasoning, deception, selfawareness, cooperation, coordination, and rationality.We utilize two social deduction games alongside three game-theory scenarios to create diverse environments.Our frame is fortified with the probabilistic graphic modeling (PGM) method, enhancing the LLMs' capabilities in navigating complex social and cognitive dimensions.We evaluate seven LLMs, quantitatively highlighting a significant capability gap of over threefold between the strongest, GPT o1, and the weakest, Llama-2-70B.It also confirms that our PGM enhancement boosts the abilities of all selected models by an average of 37%.Our data and code can be found here https://github.com/cathyxl/MAgIC.",https://doi.org/10.18653/v1/2024.emnlp-main.416,OpenAlex,found
Exploring collaboration mechanisms for llm agents: A social psychology view,J Zhang; X Xu; N Zhang; R Liu; B Hooi,2023.0,arXiv preprint arXiv …,"Moreover, our results further illustrate that LLM agents manifest human-like social behaviors  the collaboration of LLM agents, inspiring further investigations into the collaboration",https://arxiv.org/abs/2310.02124,https://arxiv.org/pdf/2310.02124,307,"/scholar?cites=4636593822918951983&as_sdt=5,33&sciodt=0,33&hl=en",Exploring collaboration mechanisms for llm agents: A social psychology view,,,,skipped
Evaluating multi-agent coordination abilities in large language models,S Agashe; Y Fan; XE Wang,2023.0,,"We will refer to agents using the LLM-Coordination framework as LLM-Co  experiments,  we will refer to LLM Agents that use the LLM-Coordination Framework as LLM-Co Agents.",https://openreview.net/forum?id=OEDM8mzbsl,https://openreview.net/pdf?id=OEDM8mzbsl,65,"/scholar?cites=10194799639981894053&as_sdt=5,33&sciodt=0,33&hl=en",Evaluating multi-agent coordination abilities in large language models,"Large Language Models (LLMs) have demonstrated emergent common-sense reasoning and Theory of Mind (ToM) capabilities, making them promising candidates for developing coordination agents. This study introduces the LLM-Coordination Benchmark, a novel benchmark for analyzing LLMs in the context of Pure Coordination Settings, where agents must cooperate to maximize gains. Our benchmark evaluates LLMs through two distinct tasks. The first is Agentic Coordination, where LLMs act as proactive participants in four pure coordination games. The second is Coordination Question Answering (CoordQA), which tests LLMs on 198 multiple-choice questions across these games to evaluate three key abilities: Environment Comprehension, ToM Reasoning, and Joint Planning. Results from Agentic Coordination experiments reveal that LLM-Agents excel in multi-agent coordination settings where decision-making primarily relies on environmental variables but face challenges in scenarios requiring active consideration of partners' beliefs and intentions. The CoordQA experiments further highlight significant room for improvement in LLMs' Theory of Mind reasoning and joint planning capabilities. Zero-Shot Coordination (ZSC) experiments in the Agentic Coordination setting demonstrate that LLM agents, unlike RL methods, exhibit robustness to unseen partners. These findings indicate the potential of LLMs as Agents in pure coordination setups and underscore areas for improvement. Code Available at https://github.com/eric-ai-lab/llm_coordination.",https://doi.org/10.48550/arxiv.2310.03903,OpenAlex,found
Multi-agent coordination across diverse applications: A survey,L Sun; Y Yang; Q Duan; Y Shi; C Lyu,2025.0,arXiv preprint arXiv …,"In particular, we identify the hybridization of hierarchical and decentralized coordination,  human-MAS coordination, and LLM-based MAS as promising future directions.",https://arxiv.org/abs/2502.14743,https://arxiv.org/pdf/2502.14743,47,"/scholar?cites=2388069467752599301&as_sdt=5,33&sciodt=0,33&hl=en",Multi-agent coordination across diverse applications: A survey,"Multi-agent coordination studies the underlying mechanism enabling the trending spread of diverse multi-agent systems (MAS) and has received increasing attention, driven by the expansion of emerging applications and rapid AI advances. This survey outlines the current state of coordination research across applications through a unified understanding that answers four fundamental coordination questions: (1) what is coordination; (2) why coordination; (3) who to coordinate with; and (4) how to coordinate. Our purpose is to explore existing ideas and expertise in coordination and their connections across diverse applications, while identifying and highlighting emerging and promising research directions. First, general coordination problems that are essential to varied applications are identified and analyzed. Second, a number of MAS applications are surveyed, ranging from widely studied domains, e.g., search and rescue, warehouse automation and logistics, and transportation systems, to emerging fields including humanoid and anthropomorphic robots, satellite systems, and large language models (LLMs). Finally, open challenges about the scalability, heterogeneity, and learning mechanisms of MAS are analyzed and discussed. In particular, we identify the hybridization of hierarchical and decentralized coordination, human-MAS coordination, and LLM-based MAS as promising future directions.",https://doi.org/10.48550/arxiv.2502.14743,OpenAlex,found
Agentdropout: Dynamic agent elimination for token-efficient and high-performance llm-based multi-agent collaboration,Z Wang; Y Wang; X Liu; L Ding; M Zhang,2025.0,Proceedings of the …,", making the careful design of the agents’ communication topologies particularly important.   AgentDropout, which identifies redundant agents and communication across different",https://aclanthology.org/2025.acl-long.1170/,https://aclanthology.org/2025.acl-long.1170.pdf,41,"/scholar?cites=10203811542186187904&as_sdt=5,33&sciodt=0,33&hl=en",Agentdropout: Dynamic agent elimination for token-efficient and high-performance llm-based multi-agent collaboration,"Multi-agent systems (MAS) based on large language models (LLMs) have demonstrated significant potential in collaborative problemsolving.However, they still face substantial challenges of low communication efficiency and suboptimal task performance, making the careful design of the agents' communication topologies particularly important.Inspired by the management theory that roles in an efficient team are often dynamically adjusted, we propose AgentDropout, which identifies redundant agents and communication across different communication rounds by optimizing the adjacency matrices of the communication graphs and eliminates them to enhance both token efficiency and task performance.Compared to state-of-the-art methods, AgentDropout achieves an average reduction of 21.6% in prompt token consumption and 18.4% in completion token consumption, along with a performance improvement of 1.14 on the tasks.Furthermore, the extended experiments demonstrate that AgentDropout achieves notable domain transferability and structure robustness, revealing its reliability and effectiveness.We release our code at https://github. com/wangzx1219/AgentDropout.",https://doi.org/10.18653/v1/2025.acl-long.1170,OpenAlex,found
Theory of mind for multi-agent collaboration via large language models,H Li; Y Chong; S Stepputtis; JP Campbell,2023.0,Proceedings of the …,This study evaluates LLMbased agents in a multi-agent cooperative text game with Theory   capabilities among LLM-based agents. Our results reveal limitations in LLM-based agents’,https://aclanthology.org/2023.emnlp-main.13/,https://aclanthology.org/2023.emnlp-main.13.pdf,279,"/scholar?cites=8604531384236051562&as_sdt=5,33&sciodt=0,33&hl=en",Theory of mind for multi-agent collaboration via large language models,"While Large Language Models (LLMs) have demonstrated impressive accomplishments in both reasoning and planning, their abilities in multi-agent collaborations remains largely unexplored. This study evaluates LLM-based agents in a multi-agent cooperative text game with Theory of Mind (ToM) inference tasks, comparing their performance with Multi-Agent Reinforcement Learning (MARL) and planning-based baselines. We observed evidence of emergent collaborative behaviors and high-order Theory of Mind capabilities among LLM-based agents. Our results reveal limitations in LLM-based agents' planning optimization due to systematic failures in managing long-horizon contexts and hallucination about the task state. We explore the use of explicit belief state representations to mitigate these issues, finding that it enhances task performance and the accuracy of ToM inferences for LLM-based agents.",https://doi.org/10.18653/v1/2023.emnlp-main.13,OpenAlex,found
Llm-based agent society investigation: Collaboration and confrontation in avalon gameplay,Y Lan; Z Hu; L Wang; Y Wang; D Ye,2024.0,Proceedings of the …,"and collaboration, leaving research on negative social behaviors of LLM agents relatively  scarce To delve deeper into the social behaviors of LLM agents, we intend to comprehensively",https://aclanthology.org/2024.emnlp-main.7/,https://aclanthology.org/2024.emnlp-main.7.pdf,84,"/scholar?cites=230346232411621283&as_sdt=5,33&sciodt=0,33&hl=en",Llm-based agent society investigation: Collaboration and confrontation in avalon gameplay,"This paper explores the open research problem of understanding the social behaviors of LLM-based agents.Using Avalon as a testbed, we employ system prompts to guide LLM agents in gameplay.While previous studies have touched on gameplay with LLM agents, research on their social behaviors is lacking.We propose a novel framework, tailored for Avalon, features a multi-agent system facilitating efficient communication and interaction.We evaluate its performance based on game success and analyze LLM agents' social behaviors.Results affirm the framework's effectiveness in creating adaptive agents and suggest LLM-based agents' potential in navigating dynamic social interactions.By examining collaboration and confrontation behaviors, we offer insights into this field's research and applications.Our code is publicly available at https:",https://doi.org/10.18653/v1/2024.emnlp-main.7,OpenAlex,found
Blockagents: Towards byzantine-robust llm-based multi-agent coordination via blockchain,B Chen; G Li; X Lin; Z Wang; J Li,2024.0,Proceedings of the ACM Turing Award …,"LLM-based cooperative multi-agent system, dubbed BlockAgents, achieving scalable,  auditable multi-agent coordination  will inspire future work on multi-agent collaboration security.",https://dl.acm.org/doi/abs/10.1145/3674399.3674445,https://dl.acm.org/doi/fullHtml/10.1145/3674399.3674445,38,"/scholar?cites=4549189258348328995&as_sdt=5,33&sciodt=0,33&hl=en",Blockagents: Towards byzantine-robust llm-based multi-agent coordination via blockchain,"Recent advancements in multi-agent systems based on large language models (LLM) have shown potential for problem-solving and planning tasks. However, most existing LLM-based multi-agent approaches show vulnerability against byzantine attacks. First, agents instantiated on diverse LLMs may inherit biases present in the LLMs and thus exhibit deception behavior. Second, as the number of agents grows, collusive behavior among multiple malicious agents poses a potential threat. In this paper, we propose BlockAgents, an innovative framework that integrates blockchain into LLM-based cooperative multi-agent systems to mitigate byzantine behaviors. BlockAgents completes multi-agent collaboration through a unified workflow including role assignment, proposal statement, evaluation, and decision-making. To help the agent who contributes the most to the group thinking process acquire accounting rights, we propose a proof-of-thought (PoT) consensus mechanism combined with stake-based miner designation and multi-round debate-style voting. To effectively distinguish valid and abnormal answers, we design a multi-metric prompt-based evaluation method for each evaluator to score each proposal by carefully and comprehensively considering multiple dimensions. Experiments on three datasets show that BlockAgents reduces the interference of poisoning attacks on accuracy to less than 3% and reduces the success rate of backdoor attacks to less than 5%, demonstrating the resistance ability against Byzantine attacks.",https://doi.org/10.1145/3674399.3674445,OpenAlex,found
LLM multi-agent systems: Challenges and open problems,S Han; Q Zhang; W Jin; Z Xu,2024.0,arXiv preprint arXiv:2402.03578,"of multi-agent systems in blockchain, a distributed system  of LLM agents beyond the confines  of single-agent paradigms.  laborative dynamics among agents, multi-agent systems can",https://arxiv.org/abs/2402.03578,https://arxiv.org/pdf/2402.03578,262,"/scholar?cites=1062942653179028763&as_sdt=5,33&sciodt=0,33&hl=en",LLM multi-agent systems: Challenges and open problems,"This paper explores multi-agent systems and identify challenges that remain inadequately addressed. By leveraging the diverse capabilities and roles of individual agents, multi-agent systems can tackle complex tasks through agent collaboration. We discuss optimizing task allocation, fostering robust reasoning through iterative debates, managing complex and layered context information, and enhancing memory management to support the intricate interactions within multi-agent systems. We also explore potential applications of multi-agent systems in blockchain systems to shed light on their future development and application in real-world distributed systems.",https://doi.org/10.48550/arxiv.2402.03578,OpenAlex,found
Towards transparent and incentive-compatible collaboration in decentralized llm multi-agent systems: A blockchain-driven approach,M Qi; T Zhu; L Zhang; N Li; Y Tan,2026.0,IEEE Transactions on …,➀ We formulate decentralized LLM-based multi-agent coordination as a behavior-shaping  incentive design problem and develop a concrete incentive mechanism that aligns agent,https://ieeexplore.ieee.org/abstract/document/11368731/,https://arxiv.org/pdf/2509.16736,7,"/scholar?cites=112890382982507064&as_sdt=5,33&sciodt=0,33&hl=en",Towards transparent and incentive-compatible collaboration in decentralized llm multi-agent systems: A blockchain-driven approach,"Large Language Models (LLMs) have enabled the emergence of autonomous agents capable of complex reasoning, planning, and interaction. However, coordinating such agents at scale remains a fundamental challenge, particularly in decentralized environments where communication lacks transparency and agent behavior cannot be shaped through centralized incentives. We propose a blockchain-based framework that enables transparent agent registration, verifiable task allocation, and dynamic reputation tracking through smart contracts. The core of our design lies in two mechanisms: a matching score-based task allocation protocol that evaluates agents by reputation, capability match, and workload; and a behavior-shaping incentive mechanism that adjusts agent behavior via feedback on performance and reward. Our implementation integrates GPT-4 agents with Solidity contracts and demonstrates, through 50-round simulations, strong task success rates, stable utility distribution, and emergent agent specialization. The results underscore the potential for trustworthy, incentive-compatible multi-agent coordination in open environments.",https://doi.org/10.48550/arxiv.2509.16736,OpenAlex,found
AutoHMA-LLM: Efficient task coordination and execution in heterogeneous multi-agent systems using hybrid large language models,T Yang; P Feng; Q Guo; J Zhang,2025.0,IEEE Transactions …,"3) Agent Collaboration: Agent Collaboration organizes and coordinates  agent coalitions  to collaboratively complete tasks, considering communication and coordination among agents",https://ieeexplore.ieee.org/abstract/document/10839354/,,39,"/scholar?cites=4856304675853011661&as_sdt=5,33&sciodt=0,33&hl=en",AutoHMA-LLM: Efficient task coordination and execution in heterogeneous multi-agent systems using hybrid large language models,"Heterogeneous multi-agent systems (HMAS) comprise various intelligent agents with specialized functions, such as drones, ground robots, and automated devices, working in coordinated settings. This paper presents AutoHMA-LLM, a novel framework that combines Large Language Models (LLMs) with classical control algorithms to address the challenges of task coordination and scheduling in complex, dynamic environments. The framework is designed with a multi-tier architecture, utilizing a cloud-based LLM as the central planner alongside device-specific LLMs and Generative Agents to improve task execution efficiency and accuracy. Specifically targeting dynamic scenarios, the system enhances resource utilization and stabilizes task execution through refined task scheduling and real-time feedback mechanisms. In experiments conducted across logistics, inspection, and search & rescue scenarios, AutoHMA-LLM demonstrated a 5.7% improvement in task completion accuracy, a 46% reduction in communication steps, and a 31% decrease in token usage and API calls compared to baseline methods. These results highlight our framework’s scalability and efficiency, offering substantial support for effective multi-agent collaboration in complex, resource-constrained environments.",https://doi.org/10.1109/tccn.2025.3528892,OpenAlex,found
