title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Status
Converging paradigms: The synergy of symbolic and connectionist ai in llm-empowered autonomous agents,H Xiong; Z Wang; X Li; J Bian; Z Xie; S Mumtaz,2024.0,arXiv preprint arXiv …,"This article explores the convergence of connectionist and symbolic artificial intelligence (AI),  from historical debates to contemporary advancements. Traditionally considered distinct",https://arxiv.org/abs/2407.08516,https://arxiv.org/pdf/2407.08516,36,"/scholar?cites=10775604999679265336&as_sdt=5,33&sciodt=0,33&hl=en",Converging paradigms: The synergy of symbolic and connectionist ai in llm-empowered autonomous agents,"This article explores the convergence of connectionist and symbolic artificial intelligence (AI), from historical debates to contemporary advancements. Traditionally considered distinct paradigms, connectionist AI focuses on neural networks, while symbolic AI emphasizes symbolic representation and logic. Recent advancements in large language models (LLMs), exemplified by ChatGPT and GPT-4, highlight the potential of connectionist architectures in handling human language as a form of symbols. The study argues that LLM-empowered Autonomous Agents (LAAs) embody this paradigm convergence. By utilizing LLMs for text-based knowledge modeling and representation, LAAs integrate neuro-symbolic AI principles, showcasing enhanced reasoning and decision-making capabilities. Comparing LAAs with Knowledge Graphs within the neuro-symbolic AI theme highlights the unique strengths of LAAs in mimicking human-like reasoning processes, scaling effectively with large datasets, and leveraging in-context samples without explicit re-training. The research underscores promising avenues in neuro-vector-symbolic integration, instructional encoding, and implicit reasoning, aimed at further enhancing LAA capabilities. By exploring the progression of neuro-symbolic AI and proposing future research trajectories, this work advances the understanding and development of AI technologies.",https://doi.org/10.48550/arxiv.2407.08516,OpenAlex,found
Exploring autonomous agents through the lens of large language models: A review,S Barua,2024.0,arXiv preprint arXiv:2404.04442,"This has spurred a surge in research exploring the potential of LLM-based autonomous  agents[3]. LLMs, being trained on extensive internet data, encapsulate a substantial corpus of",https://arxiv.org/abs/2404.04442,https://arxiv.org/pdf/2404.04442,46,"/scholar?cites=17196129070093364385&as_sdt=5,33&sciodt=0,33&hl=en",Exploring autonomous agents through the lens of large language models: A review,"Large Language Models (LLMs) are transforming artificial intelligence, enabling autonomous agents to perform diverse tasks across various domains. These agents, proficient in human-like text comprehension and generation, have the potential to revolutionize sectors from customer service to healthcare. However, they face challenges such as multimodality, human value alignment, hallucinations, and evaluation. Techniques like prompting, reasoning, tool utilization, and in-context learning are being explored to enhance their capabilities. Evaluation platforms like AgentBench, WebArena, and ToolLLM provide robust methods for assessing these agents in complex scenarios. These advancements are leading to the development of more resilient and capable autonomous agents, anticipated to become integral in our digital lives, assisting in tasks from email responses to disease diagnosis. The future of AI, with LLMs at the forefront, is promising.",https://doi.org/10.48550/arxiv.2404.04442,OpenAlex,found
Autoagent: A fully-automated and zero-code framework for llm agents,J Tang; T Fan; C Huang,2025.0,arXiv preprint arXiv:2502.05957,"Large Language Model (LLM) Agents have demonstrated  , to build their own LLM agents  using natural language alone?  to create and deploy LLM agents through Natural Language",https://arxiv.org/abs/2502.05957,https://arxiv.org/pdf/2502.05957?,33,"/scholar?cites=11696697631961976432&as_sdt=5,33&sciodt=0,33&hl=en",Autoagent: A fully-automated and zero-code framework for llm agents,"Large Language Model (LLM) Agents have demonstrated remarkable capabilities in task automation and intelligent decision-making, driving the widespread adoption of agent development frameworks such as LangChain and AutoGen. However, these frameworks predominantly serve developers with extensive technical expertise - a significant limitation considering that only 0.03 % of the global population possesses the necessary programming skills. This stark accessibility gap raises a fundamental question: Can we enable everyone, regardless of technical background, to build their own LLM agents using natural language alone? To address this challenge, we introduce AutoAgent-a Fully-Automated and highly Self-Developing framework that enables users to create and deploy LLM agents through Natural Language Alone. Operating as an autonomous Agent Operating System, AutoAgent comprises four key components: i) Agentic System Utilities, ii) LLM-powered Actionable Engine, iii) Self-Managing File System, and iv) Self-Play Agent Customization module. This lightweight yet powerful system enables efficient and dynamic creation and modification of tools, agents, and workflows without coding requirements or manual intervention. Beyond its code-free agent development capabilities, AutoAgent also serves as a versatile multi-agent system for General AI Assistants. Comprehensive evaluations on the GAIA benchmark demonstrate AutoAgent's effectiveness in generalist multi-agent tasks, surpassing existing state-of-the-art methods. Furthermore, AutoAgent's Retrieval-Augmented Generation (RAG)-related capabilities have shown consistently superior performance compared to many alternative LLM-based solutions.",https://doi.org/10.48550/arxiv.2502.05957,OpenAlex,found
Agent laboratory: Using llm agents as research assistants,S Schmidgall; Y Su; Z Wang; X Sun; J Wu,2025.0,Findings of the …,"To accelerate scientific discovery, reduce research costs, and improve research quality, we  introduce Agent Laboratory, an autonomous LLMbased framework capable of completing the",https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.320.pdf,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.320.pdf,272,"/scholar?cites=4767352146123632588&as_sdt=5,33&sciodt=0,33&hl=en",Agent laboratory: Using llm agents as research assistants,"Historically, scientific discovery has been a lengthy and costly process, demanding substantial time and resources from initial conception to final results. To accelerate scientific discovery, reduce research costs, and improve research quality, we introduce Agent Laboratory, an autonomous LLM-based framework capable of completing the entire research process. This framework accepts a human-provided research idea and progresses through three stages--literature review, experimentation, and report writing to produce comprehensive research outputs, including a code repository and a research report, while enabling users to provide feedback and guidance at each stage. We deploy Agent Laboratory with various state-of-the-art LLMs and invite multiple researchers to assess its quality by participating in a survey, providing human feedback to guide the research process, and then evaluate the final paper. We found that: (1) Agent Laboratory driven by o1-preview generates the best research outcomes; (2) The generated machine learning code is able to achieve state-of-the-art performance compared to existing methods; (3) Human involvement, providing feedback at each stage, significantly improves the overall quality of research; (4) Agent Laboratory significantly reduces research expenses, achieving an 84% decrease compared to previous autonomous research methods. We hope Agent Laboratory enables researchers to allocate more effort toward creative ideation rather than low-level coding and writing, ultimately accelerating scientific discovery.",https://doi.org/10.48550/arxiv.2501.04227,OpenAlex,found
Defining and Detecting the Defects of Large Language Model-based Autonomous Agents,K Ning; J Chen; J Zhang; W Li; Z Wang,2026.0,IEEE Transactions …,"defects in LLM-based AI  LLM-based AI Agents to uncover defects in their code. To address  this gap, we present the first study focused on identifying and detecting defects in LLM Agents",https://ieeexplore.ieee.org/abstract/document/11366249/,https://arxiv.org/pdf/2412.18371,11,"/scholar?cites=17031489150793230914&as_sdt=5,33&sciodt=0,33&hl=en",Defining and Detecting the Defects of Large Language Model-based Autonomous Agents,"Artificial intelligence (AI) agents are systems capable of perceiving their environment, autonomously planning and executing tasks. Recent advancements in Large Language Models (LLMs) have introduced a transformative paradigm for AI agents, enabling them to interact with external resources and tools through prompt techniques. This advancement has significantly extended the capabilities of LLMs, positioning LLM-based AI Agents as an important research area. In such agents, the workflow integrates developer-written code, which manages framework construction and logic control, with LLM-generated natural language that enhances dynamic decision-making and interaction. However, inconsistencies between LLM outputs and developer logic can lead to defects, such as tool invocation failures. These issues introduce specific risks, leading to various defects in LLM-based AI Agents, including service interruptions and incorrect output. Despite the importance of these issues, there is a lack of systematic work that focuses on analyzing LLM-based AI Agents to uncover defects in their code. To address this gap, we present the first study focused on identifying and detecting defects in LLM Agents. We collected and analyzed 14,754 relevant developer reports from StackOverflow and GitHub. We further filtered 2,604 valid posts to define and classify eight types of agent code defects. Then, we designed a static analysis tool, named Agentable, to detect these defects. Agentable leverages Code Property Graphs (CPGs) and LLMs to analyze Agent workflows by efficiently identifying specific code patterns and analyzing natural language descriptions. To evaluate Agentable, we constructed two datasets: AgentSet, which consists of 84 real world Agent projects, and AgentTest, which contains 78 Agent projects specifically designed to include various types of defects. Our evaluation shows that Agentable achieves a precision of 88.79% on the real-world agent dataset and a recall of 91.03% on the manually labeled defect dataset. Furthermore, our analysis identifies 889 defects in real-world agent projects, highlighting the prevalence of these issues in practice.",https://doi.org/10.1109/tse.2026.3658554,OpenAlex,found
Large Language Model-Based Autonomous Agents: Trends and Directions,L Dinçkal,2024.0,AIPA's International Journal on Artificial Intelligence …,"Autonomous agents [9] stand to benefit significantly from  trends in LLM-based autonomous  agents and describes  examine the specifics of LLM-based autonomous agents, focusing on",https://aipajournal.com/index.php/pub/article/view/7,https://aipajournal.com/index.php/pub/article/download/7/8,0,,Large Language Model-Based Autonomous Agents: Trends and Directions,,,,skipped
From llm reasoning to autonomous ai agents: A comprehensive review,MA Ferrag; N Tihanyi; M Debbah,2025.0,arXiv preprint arXiv:2504.19678,"by focusing on Personal LLM Agents LLM-based agents that  design choices underlying  Personal LLM Agents, informed by  the groundwork for Personal LLM Agents to become a major",https://arxiv.org/abs/2504.19678,https://arxiv.org/pdf/2504.19678?,166,"/scholar?cites=18364990593051905415&as_sdt=5,33&sciodt=0,33&hl=en",From llm reasoning to autonomous ai agents: A comprehensive review,"Large language models and autonomous AI agents have evolved rapidly, resulting in a diverse array of evaluation benchmarks, frameworks, and collaboration protocols. Driven by the growing need for standardized evaluation and integration, we systematically consolidate these fragmented efforts into a unified framework. However, the landscape remains fragmented and lacks a unified taxonomy or comprehensive survey. Therefore, we present a side-by-side comparison of benchmarks developed between 2019 and 2025 that evaluate these models and agents across multiple domains. In addition, we propose a taxonomy of approximately 60 benchmarks that cover general and academic knowledge reasoning, mathematical problem-solving, code generation and software engineering, factual grounding and retrieval, domain-specific evaluations, multimodal and embodied tasks, task orchestration, and interactive assessments. Furthermore, we review AI-agent frameworks introduced between 2023 and 2025 that integrate large language models with modular toolkits to enable autonomous decision-making and multi-step reasoning. Moreover, we present real-world applications of autonomous AI agents in materials science, biomedical research, academic ideation, software engineering, synthetic data generation, chemical reasoning, mathematical problem-solving, geographic information systems, multimedia, healthcare, and finance. We then survey key agent-to-agent collaboration protocols, namely the Agent Communication Protocol (ACP), the Model Context Protocol (MCP), and the Agent-to-Agent Protocol (A2A). Finally, we discuss recommendations for future research, focusing on advanced reasoning strategies, failure modes in multi-agent LLM systems, automated scientific discovery, dynamic tool integration via reinforcement learning, integrated search capabilities, and security vulnerabilities in agent protocols.",https://doi.org/10.48550/arxiv.2504.19678,OpenAlex,found
Self-adaptive large language model (llm)-based multiagent systems,N Nascimento; P Alencar,2023.0,2023 IEEE International …,"into the hypothesis of equipping autonomous agents with more  With this, we integrate GPT-4  technology, a cutting-edge LLM,  within these LLMembedded autonomous agents as they",https://ieeexplore.ieee.org/abstract/document/10336211/,https://arxiv.org/pdf/2307.06187,113,"/scholar?cites=1256451148422809412&as_sdt=5,33&sciodt=0,33&hl=en",Self-adaptive large language model (llm)-based multiagent systems,"The complexity of managing multiagent systems (MASs) in autonomic computing can be mitigated using a self-adaptation approach, where systems are equipped to monitor and adjust themselves based on specific concerns. Communication in these systems is key given that in scenarios involving agent interaction, it enhances cooperation and reduces coordination challenges by enabling direct, clear information exchange. However, the tasks of boosting communication expressiveness within MASs and logically processing a multitude of variables in dynamic environments are still challenging. This paper presents a novel strategy: integrating large language models (LLMs) like GPT-based technologies into MASs to boost communication and agent autonomy. Our proposal encompasses the development of a novel LLM/GPT-based agent architecture, focusing not only on advanced conversation features but also on the reasoning and decision-making capacities of these models. This is grounded in the MAPE-K model, known for supporting system adaptability in dynamic environments. We illustrate our approach through a marketplace scenario. This work represents a paradigm shift in MAS self-adaptation, utilizing LLMs' capabilities and indicating further research opportunities to assess LLMs' applicability in more complex MAS scenarios. This could pave the way for more potent problem-solving capabilities and refined communication within MASs.",https://doi.org/10.1109/acsos-c58168.2023.00048,OpenAlex,found
Large language model based multi-agents: A survey of progress and challenges,T Guo; X Chen; Y Wang; R Chang; S Pei,2024.0,arXiv preprint arXiv …,"In this section, we delve into the intricacies of LLM-MA systems, where multiple autonomous  agents engage in collaborative activities akin to human group dynamics in problemsolving",https://arxiv.org/abs/2402.01680,https://arxiv.org/pdf/2402.01680,1529,"/scholar?cites=14923148813615145696&as_sdt=5,33&sciodt=0,33&hl=en",Large language model based multi-agents: A survey of progress and challenges,"Large Language Models (LLMs) have achieved remarkable success across a wide array of tasks. Due to the impressive planning and reasoning abilities of LLMs, they have been used as autonomous agents to do many tasks automatically. Recently, based on the development of using one LLM as a single planning or decision-making agent, LLM-based multi-agent systems have achieved considerable progress in complex problem-solving and world simulation. To provide the community with an overview of this dynamic field, we present this survey to offer an in-depth discussion on the essential aspects of multi-agent systems based on LLMs, as well as the challenges. Our goal is for readers to gain substantial insights on the following questions: What domains and environments do LLM-based multi-agents simulate? How are these agents profiled and how do they communicate? What mechanisms contribute to the growth of agents' capacities? For those interested in delving into this field of study, we also summarize the commonly used datasets or benchmarks for them to have convenient access. To keep researchers updated on the latest studies, we maintain an open-source GitHub repository, dedicated to outlining the research on LLM-based multi-agent systems.",https://doi.org/10.48550/arxiv.2402.01680,OpenAlex,found
From language to action: a review of large language models as autonomous agents and tool users,SS Chowa; R Alvi; SS Rahman; MA Rahman,2026.0,Artificial Intelligence …,the development of autonomous agents and Large Language  in employing LLMs as  autonomous agents and tool users  A structured analysis of the LLM agents’ architectural design,https://link.springer.com/article/10.1007/s10462-025-11471-9,https://link.springer.com/content/pdf/10.1007/s10462-025-11471-9.pdf,15,"/scholar?cites=16419340883761481436&as_sdt=5,33&sciodt=0,33&hl=en",From language to action: a review of large language models as autonomous agents and tool users,"The pursuit of human-level artificial intelligence (AI) has significantly advanced the development of autonomous agents and Large Language Models (LLMs). LLMs are now widely utilized as decision-making agents for their ability to interpret instructions, manage sequential tasks, and adapt through feedback. This review examines recent developments in employing LLMs as autonomous agents and tool users and comprises seven research questions. We only used the papers published between 2023 and 2025 in conferences of the A* and A-ranked and Q1 journals. A structured analysis of the LLM agents’ architectural design principles, dividing their applications into single-agent and multi-agent systems, and strategies for integrating external tools is presented. In addition, the cognitive mechanisms of LLMs, including reasoning, planning, and memory, and the impact of prompting methods and fine-tuning procedures on agent performance are also investigated. Furthermore, we have evaluated current benchmarks and assessment protocols and provided an analysis of 68 publicly available datasets to assess the performance of LLM-based agents in various tasks. In conducting this review, we have identified critical findings on verifiable reasoning of LLMs, the capacity for self-improvement, and the personalization of LLM-based agents. Finally, we have discussed ten future research directions to overcome these gaps.",https://doi.org/10.1007/s10462-025-11471-9,OpenAlex,found
Ml-agent: Reinforcing llm agents for autonomous machine learning engineering,Z Liu; J Chai; X Zhu; S Tang; R Ye; B Zhang,2025.0,arXiv preprint arXiv …,"The emergence of large language model (LLM)-based  agentic ML, where an LLM agent  learns through interactive  -tuning, which enables LLM agents to generate diverse actions for",https://arxiv.org/abs/2505.23723,https://arxiv.org/pdf/2505.23723?,13,"/scholar?cites=4115058390916559834&as_sdt=5,33&sciodt=0,33&hl=en",Ml-agent: Reinforcing llm agents for autonomous machine learning engineering,"The emergence of large language model (LLM)-based agents has significantly advanced the development of autonomous machine learning (ML) engineering. However, most existing approaches rely heavily on manual prompt engineering, failing to adapt and optimize based on diverse experimental experiences. Focusing on this, for the first time, we explore the paradigm of learning-based agentic ML, where an LLM agent learns through interactive experimentation on ML tasks using online reinforcement learning (RL). To realize this, we propose a novel agentic ML training framework with three key components: (1) exploration-enriched fine-tuning, which enables LLM agents to generate diverse actions for enhanced RL exploration; (2) step-wise RL, which enables training on a single action step, accelerating experience collection and improving training efficiency; (3) an agentic ML-specific reward module, which unifies varied ML feedback signals into consistent rewards for RL optimization. Leveraging this framework, we train ML-Agent, driven by a 7B-sized Qwen-2.5 LLM for autonomous ML. Remarkably, despite being trained on merely 9 ML tasks, our 7B-sized ML-Agent outperforms the 671B-sized DeepSeek-R1 agent. Furthermore, it achieves continuous performance improvements and demonstrates exceptional cross-task generalization capabilities.",https://doi.org/10.48550/arxiv.2505.23723,OpenAlex,found
